Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 69.0.3497.100,,2018-10-23 20:02:51,2018-10-23 20:02:51,0.268s,PASSED
verifyTextPresent,Chrome 69.0.3497.100,,2018-10-23 20:02:51,2018-10-23 20:02:51,0.127s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-23 20:02:51,2018-10-23 20:02:52,0.833s,PASSED
,,,,,,
Test Cases/LoginValidation/ValidatetheLogin DDF,Chrome 69.0.3497.100,Test,2018-10-23 20:02:52,2018-10-23 20:02:57,5.283s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-23 20:02:52,2018-10-23 20:02:55,3.247s,PASSED
click,Chrome 69.0.3497.100,,2018-10-23 20:02:55,2018-10-23 20:02:56,0.301s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-23 20:02:56,2018-10-23 20:02:56,0.052s,PASSED
verifyTextPresent,Chrome 69.0.3497.100,,2018-10-23 20:02:56,2018-10-23 20:02:56,0.089s,PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-23 20:02:56,2018-10-23 20:02:56,0.032s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-23 20:02:56,2018-10-23 20:02:56,0.133s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-23 20:02:56,2018-10-23 20:02:56,0.133s,PASSED
click,Chrome 69.0.3497.100,,2018-10-23 20:02:56,2018-10-23 20:02:56,0.305s,PASSED
verifyTextPresent,Chrome 69.0.3497.100,,2018-10-23 20:02:56,2018-10-23 20:02:56,0.120s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-23 20:02:56,2018-10-23 20:02:57,0.860s,PASSED
,,,,,,
Test Cases/LoginValidation/ValidatetheLogin DDF,Chrome 69.0.3497.100,Test,2018-10-23 20:02:57,2018-10-23 20:03:03,5.428s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-23 20:02:57,2018-10-23 20:03:01,3.308s,PASSED
click,Chrome 69.0.3497.100,,2018-10-23 20:03:01,2018-10-23 20:03:01,0.298s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-23 20:03:01,2018-10-23 20:03:01,0.051s,PASSED
verifyTextPresent,Chrome 69.0.3497.100,,2018-10-23 20:03:01,2018-10-23 20:03:01,0.121s,PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-23 20:03:01,2018-10-23 20:03:01,0.027s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-23 20:03:01,2018-10-23 20:03:01,0.155s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-23 20:03:01,2018-10-23 20:03:02,0.230s,PASSED
click,Chrome 69.0.3497.100,,2018-10-23 20:03:02,2018-10-23 20:03:02,0.299s,PASSED
verifyTextPresent,Chrome 69.0.3497.100,,2018-10-23 20:03:02,2018-10-23 20:03:02,0.077s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-23 20:03:02,2018-10-23 20:03:03,0.838s,PASSED
